id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
0.csv_Day7_0h00m,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.csv_Day7_0h30m,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
0.csv_Day7_1h00m,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
0.csv_Day7_1h30m,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
0.csv_Day7_2h00m,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
0.csv_Day7_2h30m,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
0.csv_Day7_3h00m,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_3h30m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
0.csv_Day7_4h00m,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
0.csv_Day7_4h30m,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.csv_Day7_5h00m,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.csv_Day7_5h30m,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
0.csv_Day7_6h00m,0.0,0.0,-0.0,0.009999999776482582,0.0,-0.0,0.0,0.0,16.90999984741211
0.csv_Day7_6h30m,-0.0,-0.0,0.0,0.0,0.019999999552965164,0.009999999776482582,-0.0,-0.0,0.0
0.csv_Day7_7h00m,-0.0,-0.0,-0.0,-0.0,-0.0,0.009999999776482582,0.009999999776482582,0.0,0.0
0.csv_Day7_7h30m,0.009999999776482582,0.3400000035762787,0.4300000071525574,0.5400000214576721,0.6600000262260437,1.4800000190734863,2.380000114440918,1.190000057220459,1.9700000286102295
0.csv_Day7_8h00m,3.819999933242798,3.5299999713897705,4.559999942779541,5.380000114440918,4.199999809265137,22.049999237060547,5.699999809265137,7.440000057220459,8.5600004196167
0.csv_Day7_8h30m,4.010000228881836,3.6600000858306885,7.820000171661377,9.270000457763672,9.079999923706055,10.569999694824219,9.550000190734863,12.34000015258789,15.359999656677246
0.csv_Day7_9h00m,4.0,8.949999809265137,18.1299991607666,17.93000030517578,18.959999084472656,19.360000610351562,19.84000015258789,21.0,23.280000686645508
0.csv_Day7_9h30m,4.03000020980835,6.539999961853027,9.720000267028809,40.209999084472656,14.65999984741211,21.059999465942383,24.299999237060547,27.399999618530273,31.299999237060547
0.csv_Day7_10h00m,11.300000190734863,31.90999984741211,15.65999984741211,17.829999923706055,21.649999618530273,23.709999084472656,30.75,35.599998474121094,39.11000061035156
0.csv_Day7_10h30m,15.109999656677246,21.030000686645508,22.850000381469727,16.950000762939453,24.440000534057617,33.95000076293945,31.079999923706055,35.33000183105469,37.599998474121094
0.csv_Day7_11h00m,9.90999984741211,17.299999237060547,20.469999313354492,25.979999542236328,33.43000030517578,39.72999954223633,37.380001068115234,42.209999084472656,44.04999923706055
0.csv_Day7_11h30m,16.639999389648438,23.739999771118164,22.5,31.780000686645508,33.540000915527344,35.959999084472656,44.279998779296875,44.400001525878906,47.45000076293945
0.csv_Day7_12h00m,17.059999465942383,30.170000076293945,24.25,33.0,32.349998474121094,39.54999923706055,39.43000030517578,41.119998931884766,47.5099983215332
