id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
0.csv_Day7_0h00m,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0
0.csv_Day7_0h30m,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0
0.csv_Day7_1h00m,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
0.csv_Day7_1h30m,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
0.csv_Day7_2h00m,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
0.csv_Day7_2h30m,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0
0.csv_Day7_3h00m,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
0.csv_Day7_3h30m,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
0.csv_Day7_4h00m,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
0.csv_Day7_4h30m,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
0.csv_Day7_5h00m,0.0,0.009999999776482582,0.699999988079071,1.25,1.399999976158142,1.409999966621399,1.4800000190734863,1.6699999570846558,1.649999976158142
0.csv_Day7_5h30m,-0.0,-0.0,-0.0,-0.0,0.0,0.5799999833106995,0.25999999046325684,0.20000000298023224,0.0
0.csv_Day7_6h00m,0.0,-0.0,-0.0,0.0,0.0,0.009999999776482582,0.009999999776482582,0.05000000074505806,0.0
0.csv_Day7_6h30m,0.0,0.0,-0.0,0.0,0.0,0.0,0.009999999776482582,0.0,0.009999999776482582
0.csv_Day7_7h00m,-0.0,0.0,0.009999999776482582,0.0,-0.0,-0.0,0.0,0.6000000238418579,1.3700000047683716
0.csv_Day7_7h30m,-0.0,0.23000000417232513,0.019999999552965164,0.28999999165534973,0.9100000262260437,1.090000033378601,0.009999999776482582,0.8299999833106995,1.2400000095367432
0.csv_Day7_8h00m,1.600000023841858,4.360000133514404,5.900000095367432,6.039999961853027,7.039999961853027,6.78000020980835,6.679999828338623,7.28000020980835,7.630000114440918
0.csv_Day7_8h30m,4.809999942779541,21.600000381469727,25.139999389648438,18.56999969482422,19.600000381469727,15.449999809265137,15.5,13.510000228881836,14.800000190734863
0.csv_Day7_9h00m,7.079999923706055,5.409999847412109,18.010000228881836,27.600000381469727,25.299999237060547,23.84000015258789,28.549999237060547,22.989999771118164,22.059999465942383
0.csv_Day7_9h30m,4.239999771118164,17.260000228881836,17.489999771118164,29.43000030517578,20.65999984741211,25.8799991607666,35.310001373291016,36.45000076293945,30.709999084472656
0.csv_Day7_10h00m,10.960000038146973,14.119999885559082,16.860000610351562,23.0,32.810001373291016,33.75,36.11000061035156,39.40999984741211,30.3700008392334
0.csv_Day7_10h30m,8.359999656677246,17.030000686645508,21.450000762939453,24.469999313354492,22.540000915527344,25.65999984741211,27.389999389648438,33.88999938964844,31.809999465942383
0.csv_Day7_11h00m,11.699999809265137,17.309999465942383,22.739999771118164,27.690000534057617,27.450000762939453,29.149999618530273,32.720001220703125,29.920000076293945,33.47999954223633
0.csv_Day7_11h30m,13.149999618530273,19.5,25.459999084472656,25.770000457763672,27.799999237060547,27.290000915527344,30.940000534057617,35.18000030517578,25.90999984741211
0.csv_Day7_12h00m,8.779999732971191,22.93000030517578,23.040000915527344,26.190000534057617,30.09000015258789,28.309999465942383,15.5,31.219999313354492,41.15999984741211
