id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
0.csv_Day7_0h00m,5.019999980926514,6.159999847412109,8.220000267028809,9.960000038146973,16.200000762939453,17.440000534057617,21.860000610351562,24.020000457763672,25.75
0.csv_Day7_0h30m,4.989999771118164,6.099999904632568,8.199999809265137,9.729999542236328,16.079999923706055,17.31999969482422,21.84000015258789,24.0,25.739999771118164
0.csv_Day7_1h00m,4.960000038146973,5.519999980926514,7.980000019073486,9.739999771118164,15.779999732971191,16.850000381469727,21.670000076293945,23.959999084472656,25.760000228881836
0.csv_Day7_1h30m,4.96999979019165,5.550000190734863,8.010000228881836,9.84000015258789,15.800000190734863,16.8700008392334,21.670000076293945,23.959999084472656,25.760000228881836
0.csv_Day7_2h00m,4.940000057220459,5.239999771118164,7.869999885559082,10.260000228881836,15.84000015258789,16.510000228881836,21.59000015258789,23.989999771118164,25.780000686645508
0.csv_Day7_2h30m,4.889999866485596,5.139999866485596,7.849999904632568,9.779999732971191,15.609999656677246,16.34000015258789,21.549999237060547,23.969999313354492,25.770000457763672
0.csv_Day7_3h00m,4.659999847412109,4.739999771118164,7.860000133514404,9.800000190734863,15.550000190734863,15.979999542236328,21.43000030517578,23.969999313354492,25.760000228881836
0.csv_Day7_3h30m,4.559999942779541,4.349999904632568,7.840000152587891,8.9399995803833,15.180000305175781,15.800000190734863,21.3700008392334,23.950000762939453,25.739999771118164
0.csv_Day7_4h00m,4.130000114440918,3.809999942779541,7.75,8.350000381469727,14.729999542236328,15.680000305175781,21.25,24.0,25.6200008392334
0.csv_Day7_4h30m,4.010000228881836,3.5199999809265137,7.730000019073486,7.880000114440918,14.180000305175781,15.510000228881836,21.170000076293945,23.969999313354492,25.600000381469727
0.csv_Day7_5h00m,3.390000104904175,3.0299999713897705,7.5,7.809999942779541,13.680000305175781,15.239999771118164,21.010000228881836,23.979999542236328,25.469999313354492
0.csv_Day7_5h30m,3.3399999141693115,2.950000047683716,7.5,7.699999809265137,13.3100004196167,14.970000267028809,20.950000762939453,23.959999084472656,25.450000762939453
0.csv_Day7_6h00m,2.9000000953674316,2.859999895095825,7.159999847412109,7.869999885559082,13.380000114440918,15.0600004196167,20.8700008392334,24.030000686645508,25.360000610351562
0.csv_Day7_6h30m,2.9200000762939453,2.8299999237060547,7.199999809265137,7.789999961853027,13.100000381469727,14.800000190734863,20.809999465942383,24.010000228881836,25.350000381469727
0.csv_Day7_7h00m,2.549999952316284,2.9000000953674316,6.570000171661377,8.050000190734863,13.710000038146973,15.140000343322754,20.860000610351562,24.110000610351562,25.290000915527344
0.csv_Day7_7h30m,2.549999952316284,2.880000114440918,6.579999923706055,7.989999771118164,13.619999885559082,15.34000015258789,21.030000686645508,24.31999969482422,25.459999084472656
0.csv_Day7_8h00m,2.259999990463257,3.009999990463257,6.179999828338623,8.329999923706055,14.020000457763672,15.9399995803833,21.520000457763672,24.920000076293945,25.90999984741211
0.csv_Day7_8h30m,2.259999990463257,2.9800000190734863,6.28000020980835,8.4399995803833,14.229999542236328,16.469999313354492,22.040000915527344,25.459999084472656,26.420000076293945
0.csv_Day7_9h00m,2.1700000762939453,3.0299999713897705,5.820000171661377,8.369999885559082,14.300000190734863,16.75,22.40999984741211,25.920000076293945,26.8799991607666
0.csv_Day7_9h30m,2.180000066757202,2.9700000286102295,6.010000228881836,8.460000038146973,14.520000457763672,17.229999542236328,23.020000457763672,26.540000915527344,27.469999313354492
0.csv_Day7_10h00m,2.119999885559082,2.9700000286102295,6.239999771118164,8.59000015258789,14.9399995803833,18.350000381469727,24.920000076293945,28.549999237060547,29.40999984741211
0.csv_Day7_10h30m,2.130000114440918,3.259999990463257,6.710000038146973,8.720000267028809,15.300000190734863,19.290000915527344,26.1299991607666,29.65999984741211,30.3700008392334
0.csv_Day7_11h00m,2.0399999618530273,3.0199999809265137,5.739999771118164,8.529999732971191,14.670000076293945,18.93000030517578,25.200000762939453,29.020000457763672,29.84000015258789
0.csv_Day7_11h30m,2.0199999809265137,3.0799999237060547,5.489999771118164,8.399999618530273,14.539999961853027,18.25,24.09000015258789,27.90999984741211,28.780000686645508
0.csv_Day7_12h00m,1.9299999475479126,3.1600000858306885,5.389999866485596,8.260000228881836,14.239999771118164,18.760000228881836,23.959999084472656,27.90999984741211,28.729999542236328
0.csv_Day7_12h30m,1.9500000476837158,3.009999990463257,5.489999771118164,8.300000190734863,14.279999732971191,19.34000015258789,24.940000534057617,29.010000228881836,29.739999771118164
0.csv_Day7_13h00m,1.8300000429153442,2.950000047683716,5.440000057220459,8.079999923706055,13.819999694824219,19.290000915527344,23.979999542236328,27.950000762939453,28.799999237060547
0.csv_Day7_13h30m,1.8200000524520874,2.9200000762939453,5.510000228881836,7.809999942779541,13.479999542236328,17.940000534057617,22.59000015258789,26.200000762939453,27.229999542236328
0.csv_Day7_14h00m,1.7100000381469727,2.759999990463257,5.570000171661377,7.760000228881836,13.329999923706055,18.90999984741211,22.959999084472656,26.65999984741211,27.65999984741211
0.csv_Day7_14h30m,1.7200000286102295,2.7300000190734863,5.539999961853027,7.760000228881836,13.229999542236328,19.030000686645508,23.270000457763672,27.059999465942383,28.020000457763672
0.csv_Day7_15h00m,1.590000033378601,2.609999895095825,5.559999942779541,7.800000190734863,13.279999732971191,19.639999389648438,22.940000534057617,26.639999389648438,27.6200008392334
0.csv_Day7_15h30m,1.5700000524520874,2.5899999141693115,5.570000171661377,7.650000095367432,13.0600004196167,18.579999923706055,21.969999313354492,25.31999969482422,26.43000030517578
0.csv_Day7_16h00m,1.4299999475479126,2.549999952316284,5.480000019073486,7.96999979019165,12.890000343322754,18.559999465942383,21.139999389648438,23.889999389648438,25.18000030517578
0.csv_Day7_16h30m,1.409999966621399,2.5199999809265137,5.449999809265137,7.960000038146973,12.59000015258789,17.639999389648438,20.420000076293945,22.709999084472656,24.190000534057617
0.csv_Day7_17h00m,1.2799999713897705,2.25,5.360000133514404,8.260000228881836,12.470000267028809,17.190000534057617,20.219999313354492,22.149999618530273,23.68000030517578
0.csv_Day7_17h30m,1.2699999809265137,2.2300000190734863,5.360000133514404,8.420000076293945,12.520000457763672,17.229999542236328,20.219999313354492,22.149999618530273,23.670000076293945
0.csv_Day7_18h00m,1.059999942779541,2.130000114440918,5.230000019073486,8.710000038146973,12.260000228881836,16.809999465942383,20.09000015258789,21.979999542236328,23.510000228881836
0.csv_Day7_18h30m,1.0499999523162842,2.109999895095825,5.230000019073486,8.710000038146973,12.279999732971191,16.850000381469727,20.09000015258789,21.979999542236328,23.5
0.csv_Day7_19h00m,0.8399999737739563,2.0299999713897705,5.03000020980835,8.260000228881836,11.989999771118164,16.260000228881836,19.770000457763672,21.809999465942383,23.350000381469727
0.csv_Day7_19h30m,0.8399999737739563,2.0199999809265137,5.039999961853027,8.210000038146973,12.010000228881836,16.290000915527344,19.760000228881836,21.809999465942383,23.34000015258789
0.csv_Day7_20h00m,0.6299999952316284,1.9299999475479126,4.829999923706055,7.670000076293945,11.869999885559082,15.75,19.479999542236328,21.65999984741211,23.200000762939453
0.csv_Day7_20h30m,0.6299999952316284,1.9299999475479126,4.849999904632568,7.679999828338623,11.859999656677246,15.789999961853027,19.489999771118164,21.649999618530273,23.190000534057617
0.csv_Day7_21h00m,0.5400000214576721,1.7799999713897705,4.630000114440918,6.960000038146973,11.649999618530273,14.979999542236328,19.229999542236328,21.520000457763672,23.049999237060547
0.csv_Day7_21h30m,0.5400000214576721,1.7599999904632568,4.650000095367432,6.96999979019165,11.65999984741211,15.010000228881836,19.229999542236328,21.510000228881836,23.040000915527344
0.csv_Day7_22h00m,0.4699999988079071,1.6100000143051147,4.460000038146973,6.039999961853027,11.350000381469727,14.210000038146973,18.979999542236328,21.34000015258789,22.8799991607666
0.csv_Day7_22h30m,0.4699999988079071,1.6100000143051147,4.46999979019165,6.059999942779541,11.350000381469727,14.239999771118164,18.989999771118164,21.329999923706055,22.8799991607666
0.csv_Day7_23h00m,0.4000000059604645,1.5299999713897705,4.269999980926514,5.75,11.020000457763672,13.470000267028809,18.760000228881836,21.1299991607666,22.700000762939453
0.csv_Day7_23h30m,0.4000000059604645,1.5299999713897705,4.269999980926514,5.75,11.020000457763672,13.470000267028809,18.760000228881836,21.1299991607666,22.700000762939453
0.csv_Day8_0h00m,9.949999809265137,14.449999809265137,16.780000686645508,18.719999313354492,19.450000762939453,23.8799991607666,22.899999618530273,26.75,26.59000015258789
0.csv_Day8_0h30m,9.960000038146973,14.430000305175781,16.729999542236328,18.719999313354492,19.389999389648438,23.860000610351562,22.899999618530273,26.760000228881836,26.59000015258789
0.csv_Day8_1h00m,9.720000267028809,13.739999771118164,16.559999465942383,18.200000762939453,18.979999542236328,23.760000228881836,22.989999771118164,26.8700008392334,26.610000610351562
0.csv_Day8_1h30m,9.699999809265137,13.739999771118164,16.65999984741211,18.18000030517578,19.0,23.770000457763672,22.989999771118164,26.850000381469727,26.600000381469727
0.csv_Day8_2h00m,8.850000381469727,13.050000190734863,17.040000915527344,17.81999969482422,18.780000686645508,23.649999618530273,23.110000610351562,26.829999923706055,26.559999465942383
0.csv_Day8_2h30m,8.8100004196167,13.039999961853027,16.649999618530273,17.81999969482422,18.649999618530273,23.59000015258789,23.09000015258789,26.84000015258789,26.600000381469727
0.csv_Day8_3h00m,8.239999771118164,12.09000015258789,16.719999313354492,17.1200008392334,18.489999771118164,23.450000762939453,23.030000686645508,26.81999969482422,26.479999542236328
0.csv_Day8_3h30m,8.210000038146973,12.100000381469727,15.149999618530273,17.139999389648438,18.260000228881836,23.31999969482422,23.020000457763672,26.889999389648438,26.549999237060547
0.csv_Day8_4h00m,7.650000095367432,11.050000190734863,12.979999542236328,16.360000610351562,17.969999313354492,23.06999969482422,22.899999618530273,26.84000015258789,26.489999771118164
0.csv_Day8_4h30m,7.579999923706055,11.050000190734863,12.15999984741211,16.399999618530273,17.729999542236328,22.950000762939453,22.899999618530273,26.889999389648438,26.510000228881836
0.csv_Day8_5h00m,6.460000038146973,10.100000381469727,11.020000457763672,15.800000190734863,17.389999389648438,22.649999618530273,22.780000686645508,26.809999465942383,26.3700008392334
0.csv_Day8_5h30m,6.420000076293945,10.100000381469727,10.869999885559082,15.779999732971191,17.270000457763672,22.600000381469727,22.760000228881836,26.81999969482422,26.3799991607666
0.csv_Day8_6h00m,5.059999942779541,9.369999885559082,9.329999923706055,15.170000076293945,17.239999771118164,22.5,22.709999084472656,26.649999618530273,26.229999542236328
0.csv_Day8_6h30m,5.0,9.380000114440918,9.329999923706055,15.149999618530273,17.139999389648438,22.440000534057617,22.690000534057617,26.65999984741211,26.229999542236328
0.csv_Day8_7h00m,3.7200000286102295,8.380000114440918,8.579999923706055,14.5,17.190000534057617,22.229999542236328,22.649999618530273,26.469999313354492,26.010000228881836
0.csv_Day8_7h30m,3.799999952316284,8.449999809265137,8.960000038146973,14.729999542236328,17.3700008392334,22.34000015258789,22.8700008392334,26.709999084472656,26.200000762939453
0.csv_Day8_8h00m,3.109999895095825,7.670000076293945,9.4399995803833,14.4399995803833,17.90999984741211,22.309999465942383,23.260000228881836,27.049999237060547,26.450000762939453
0.csv_Day8_8h30m,3.200000047683716,7.769999980926514,10.319999694824219,14.829999923706055,18.459999084472656,22.649999618530273,23.760000228881836,27.579999923706055,26.920000076293945
0.csv_Day8_9h00m,2.700000047683716,7.010000228881836,10.130000114440918,14.40999984741211,18.690000534057617,22.559999465942383,24.079999923706055,27.8700008392334,27.229999542236328
0.csv_Day8_9h30m,2.7300000190734863,7.170000076293945,10.979999542236328,14.850000381469727,19.229999542236328,23.020000457763672,24.639999389648438,28.520000457763672,27.799999237060547
0.csv_Day8_10h00m,2.680000066757202,6.869999885559082,11.989999771118164,15.3100004196167,20.43000030517578,24.260000228881836,26.3799991607666,30.280000686645508,29.610000610351562
0.csv_Day8_10h30m,2.680000066757202,7.320000171661377,13.050000190734863,15.979999542236328,21.5,25.25,27.479999542236328,31.260000228881836,30.670000076293945
0.csv_Day8_11h00m,2.6600000858306885,6.269999980926514,11.119999885559082,14.710000038146973,20.170000076293945,24.110000610351562,26.530000686645508,30.56999969482422,29.90999984741211
0.csv_Day8_11h30m,2.630000114440918,6.139999866485596,10.369999885559082,14.130000114440918,19.479999542236328,23.139999389648438,25.489999771118164,29.549999237060547,28.8700008392334
0.csv_Day8_12h00m,2.440000057220459,5.880000114440918,9.949999809265137,13.420000076293945,19.030000686645508,22.59000015258789,25.299999237060547,29.350000381469727,28.770000457763672
0.csv_Day8_12h30m,2.5399999618530273,5.949999809265137,10.319999694824219,14.020000457763672,19.760000228881836,23.690000534057617,26.350000381469727,30.360000610351562,29.809999465942383
0.csv_Day8_13h00m,2.049999952316284,5.679999828338623,9.539999961853027,12.84000015258789,18.6200008392334,22.209999084472656,25.18000030517578,29.309999465942383,28.799999237060547
0.csv_Day8_13h30m,1.7999999523162842,5.570000171661377,9.0600004196167,12.109999656677246,17.459999084472656,20.729999542236328,23.799999237060547,27.809999465942383,27.31999969482422
0.csv_Day8_14h00m,1.4299999475479126,5.429999828338623,9.09000015258789,11.84000015258789,17.309999465942383,20.739999771118164,23.8799991607666,28.15999984741211,27.68000030517578
0.csv_Day8_14h30m,1.4800000190734863,5.449999809265137,9.140000343322754,11.979999542236328,17.459999084472656,21.100000381469727,24.229999542236328,28.5,28.049999237060547
0.csv_Day8_15h00m,1.0700000524520874,5.260000228881836,8.949999809265137,11.430000305175781,16.8700008392334,20.299999237060547,23.270000457763672,27.940000534057617,27.6299991607666
0.csv_Day8_15h30m,0.8700000047683716,5.170000076293945,8.720000267028809,10.609999656677246,15.529999732971191,19.170000076293945,22.010000228881836,26.719999313354492,26.510000228881836
0.csv_Day8_16h00m,0.5699999928474426,4.920000076293945,8.460000038146973,9.5600004196167,13.960000038146973,17.59000015258789,20.139999389648438,25.110000610351562,25.229999542236328
0.csv_Day8_16h30m,0.5699999928474426,4.849999904632568,8.199999809265137,9.220000267028809,13.020000457763672,16.760000228881836,19.309999465942383,24.0,24.290000915527344
0.csv_Day8_17h00m,0.5600000023841858,4.53000020980835,8.039999961853027,8.770000457763672,11.569999694824219,16.049999237060547,18.229999542236328,23.170000076293945,23.75
0.csv_Day8_17h30m,0.5600000023841858,4.53000020980835,8.050000190734863,8.75,11.4399995803833,16.059999465942383,18.219999313354492,23.139999389648438,23.75
0.csv_Day8_18h00m,0.5099999904632568,4.21999979019165,7.980000019073486,8.510000228881836,10.670000076293945,15.420000076293945,17.510000228881836,22.65999984741211,23.5
0.csv_Day8_18h30m,0.5,4.210000038146973,7.989999771118164,8.5,10.569999694824219,15.420000076293945,17.5,22.639999389648438,23.5
0.csv_Day8_19h00m,0.4300000071525574,3.859999895095825,7.900000095367432,8.300000190734863,9.90999984741211,14.899999618530273,16.799999237060547,22.1299991607666,23.260000228881836
0.csv_Day8_19h30m,0.41999998688697815,3.8499999046325684,7.909999847412109,8.300000190734863,9.829999923706055,14.890000343322754,16.770000457763672,22.100000381469727,23.270000457763672
0.csv_Day8_20h00m,0.36000001430511475,3.5199999809265137,7.760000228881836,8.180000305175781,9.920000076293945,14.4399995803833,16.059999465942383,21.600000381469727,23.010000228881836
0.csv_Day8_20h30m,0.3499999940395355,3.509999990463257,7.75,8.180000305175781,9.819999694824219,14.430000305175781,16.010000228881836,21.59000015258789,23.040000915527344
0.csv_Day8_21h00m,0.28999999165534973,3.200000047683716,7.53000020980835,8.100000381469727,10.109999656677246,13.960000038146973,15.369999885559082,21.15999984741211,22.770000457763672
0.csv_Day8_21h30m,0.28999999165534973,3.2100000381469727,7.539999961853027,8.100000381469727,10.010000228881836,13.949999809265137,15.300000190734863,21.1200008392334,22.790000915527344
0.csv_Day8_22h00m,0.23999999463558197,3.0199999809265137,7.179999828338623,7.960000038146973,10.15999984741211,13.449999809265137,14.609999656677246,20.719999313354492,22.559999465942383
0.csv_Day8_22h30m,0.23999999463558197,3.0199999809265137,7.170000076293945,7.960000038146973,10.130000114440918,13.449999809265137,14.59000015258789,20.719999313354492,22.559999465942383
0.csv_Day8_23h00m,0.20000000298023224,2.799999952316284,6.760000228881836,7.78000020980835,10.1899995803833,12.760000228881836,13.84000015258789,20.350000381469727,22.34000015258789
0.csv_Day8_23h30m,0.20000000298023224,2.799999952316284,6.760000228881836,7.78000020980835,10.1899995803833,12.760000228881836,13.84000015258789,20.350000381469727,22.34000015258789
1.csv_Day7_0h00m,5.630000114440918,7.079999923706055,7.71999979019165,12.449999809265137,17.84000015258789,17.899999618530273,22.479999542236328,24.770000457763672,26.06999969482422
1.csv_Day7_0h30m,5.639999866485596,7.119999885559082,7.760000228881836,12.5600004196167,17.969999313354492,17.989999771118164,22.530000686645508,24.780000686645508,26.06999969482422
1.csv_Day7_1h00m,5.590000152587891,6.929999828338623,7.349999904632568,12.970000267028809,17.81999969482422,17.700000762939453,22.469999313354492,24.799999237060547,26.100000381469727
1.csv_Day7_1h30m,5.599999904632568,7.019999980926514,7.349999904632568,13.0600004196167,17.920000076293945,17.770000457763672,22.520000457763672,24.809999465942383,26.100000381469727
1.csv_Day7_2h00m,5.539999961853027,7.230000019073486,7.090000152587891,13.109999656677246,17.6200008392334,17.510000228881836,22.3700008392334,24.81999969482422,26.139999389648438
1.csv_Day7_2h30m,5.559999942779541,7.409999847412109,7.179999828338623,13.239999771118164,17.719999313354492,17.559999465942383,22.399999618530273,24.81999969482422,26.139999389648438
1.csv_Day7_3h00m,5.5,7.71999979019165,7.079999923706055,13.34000015258789,17.43000030517578,17.399999618530273,22.280000686645508,24.850000381469727,26.18000030517578
1.csv_Day7_3h30m,5.510000228881836,7.78000020980835,7.119999885559082,13.420000076293945,17.510000228881836,17.469999313354492,22.31999969482422,24.8700008392334,26.18000030517578
1.csv_Day7_4h00m,5.0,7.789999961853027,6.889999866485596,13.109999656677246,17.389999389648438,17.360000610351562,22.200000762939453,24.920000076293945,26.190000534057617
1.csv_Day7_4h30m,4.980000019073486,7.800000190734863,6.900000095367432,13.149999618530273,17.489999771118164,17.43000030517578,22.229999542236328,24.93000030517578,26.190000534057617
1.csv_Day7_5h00m,3.880000114440918,7.619999885559082,6.610000133514404,12.680000305175781,17.40999984741211,17.299999237060547,22.1299991607666,24.959999084472656,26.100000381469727
1.csv_Day7_5h30m,3.8499999046325684,7.639999866485596,6.639999866485596,12.680000305175781,17.489999771118164,17.3700008392334,22.15999984741211,24.959999084472656,26.100000381469727
1.csv_Day7_6h00m,2.9700000286102295,6.539999961853027,6.340000152587891,12.369999885559082,17.31999969482422,17.25,22.020000457763672,24.969999313354492,26.010000228881836
1.csv_Day7_6h30m,2.950000047683716,6.550000190734863,6.340000152587891,12.479999542236328,17.389999389648438,17.329999923706055,22.06999969482422,24.979999542236328,26.0
1.csv_Day7_7h00m,2.3499999046325684,5.300000190734863,6.0,12.119999885559082,17.270000457763672,17.34000015258789,21.90999984741211,24.93000030517578,25.860000610351562
1.csv_Day7_7h30m,2.4800000190734863,7.510000228881836,5.960000038146973,13.0600004196167,18.559999465942383,17.889999389648438,21.6299991607666,24.309999465942383,25.3799991607666
1.csv_Day7_8h00m,4.079999923706055,11.09000015258789,8.800000190734863,14.170000076293945,19.540000915527344,19.84000015258789,22.079999923706055,24.309999465942383,25.420000076293945
1.csv_Day7_8h30m,5.679999828338623,13.279999732971191,12.3100004196167,16.18000030517578,21.479999542236328,22.90999984741211,24.489999771118164,25.940000534057617,27.309999465942383
1.csv_Day7_9h00m,5.550000190734863,14.890000343322754,13.9399995803833,16.610000610351562,22.81999969482422,24.68000030517578,26.790000915527344,27.829999923706055,29.260000228881836
1.csv_Day7_9h30m,5.449999809265137,15.90999984741211,16.25,18.200000762939453,24.450000762939453,26.34000015258789,29.280000686645508,29.8799991607666,31.420000076293945
1.csv_Day7_10h00m,4.829999923706055,16.31999969482422,16.6200008392334,18.209999084472656,25.280000686645508,27.229999542236328,30.780000686645508,31.549999237060547,32.869998931884766
1.csv_Day7_10h30m,4.510000228881836,16.8700008392334,18.020000457763672,19.110000610351562,26.350000381469727,28.3700008392334,32.150001525878906,32.970001220703125,34.22999954223633
1.csv_Day7_11h00m,4.190000057220459,16.709999084472656,17.559999465942383,18.8799991607666,26.450000762939453,28.719999313354492,32.9900016784668,33.90999984741211,35.11000061035156
1.csv_Day7_11h30m,4.130000114440918,16.969999313354492,18.15999984741211,19.360000610351562,26.950000762939453,29.280000686645508,33.65999984741211,34.58000183105469,35.7599983215332
1.csv_Day7_12h00m,4.090000152587891,16.510000228881836,16.969999313354492,18.719999313354492,26.489999771118164,29.059999465942383,33.630001068115234,34.630001068115234,35.810001373291016
1.csv_Day7_12h30m,4.099999904632568,16.459999084472656,16.829999923706055,18.670000076293945,26.450000762939453,28.950000762939453,33.4900016784668,34.470001220703125,35.66999816894531
1.csv_Day7_13h00m,4.090000152587891,16.020000457763672,14.850000381469727,17.709999084472656,25.520000457763672,28.100000381469727,32.650001525878906,33.70000076293945,34.900001525878906
1.csv_Day7_13h30m,4.070000171661377,15.640000343322754,13.989999771118164,17.09000015258789,24.90999984741211,27.31999969482422,31.709999084472656,32.7400016784668,33.970001220703125
1.csv_Day7_14h00m,3.7100000381469727,14.880000114440918,11.649999618530273,15.640000343322754,23.530000686645508,25.920000076293945,30.09000015258789,31.18000030517578,32.52000045776367
1.csv_Day7_14h30m,3.2300000190734863,14.079999923706055,10.239999771118164,14.510000228881836,22.299999237060547,24.579999923706055,28.510000228881836,29.459999084472656,30.989999771118164
1.csv_Day7_15h00m,2.200000047683716,13.119999885559082,9.020000457763672,13.0,20.5,23.110000610351562,25.8799991607666,27.079999923706055,28.639999389648438
1.csv_Day7_15h30m,1.9299999475479126,11.680000305175781,8.25,11.4399995803833,18.989999771118164,21.520000457763672,23.270000457763672,24.90999984741211,26.420000076293945
1.csv_Day7_16h00m,1.4500000476837158,8.600000381469727,5.380000114440918,9.029999732971191,16.59000015258789,19.020000457763672,20.829999923706055,22.709999084472656,24.309999465942383
1.csv_Day7_16h30m,1.25,2.2100000381469727,5.210000038146973,7.690000057220459,14.899999618530273,17.040000915527344,19.40999984741211,21.6200008392334,23.34000015258789
1.csv_Day7_17h00m,0.8600000143051147,2.049999952316284,4.96999979019165,6.869999885559082,12.449999809265137,15.829999923706055,19.690000534057617,22.360000610351562,24.049999237060547
1.csv_Day7_17h30m,0.8899999856948853,2.059999942779541,4.980000019073486,7.050000190734863,12.550000190734863,15.869999885559082,19.670000076293945,22.389999389648438,24.049999237060547
1.csv_Day7_18h00m,0.6800000071525574,1.9800000190734863,4.900000095367432,6.809999942779541,12.140000343322754,15.5,19.389999389648438,22.260000228881836,23.889999389648438
1.csv_Day7_18h30m,0.7099999785423279,1.9800000190734863,4.889999866485596,6.940000057220459,12.279999732971191,15.550000190734863,19.3700008392334,22.270000457763672,23.8799991607666
1.csv_Day7_19h00m,0.6100000143051147,1.8799999952316284,4.760000228881836,6.699999809265137,12.069999694824219,15.220000267028809,19.18000030517578,22.1299991607666,23.600000381469727
1.csv_Day7_19h30m,0.6100000143051147,1.8799999952316284,4.760000228881836,6.760000228881836,12.119999885559082,15.25,19.200000762939453,22.1299991607666,23.59000015258789
1.csv_Day7_20h00m,0.5400000214576721,1.7100000381469727,4.619999885559082,6.360000133514404,11.859999656677246,14.880000114440918,18.989999771118164,21.979999542236328,23.329999923706055
1.csv_Day7_20h30m,0.5400000214576721,1.7200000286102295,4.619999885559082,6.369999885559082,11.859999656677246,14.880000114440918,19.010000228881836,21.979999542236328,23.329999923706055
1.csv_Day7_21h00m,0.4699999988079071,1.600000023841858,4.46999979019165,5.829999923706055,11.460000038146973,14.220000267028809,18.770000457763672,21.81999969482422,23.1299991607666
1.csv_Day7_21h30m,0.4699999988079071,1.590000033378601,4.460000038146973,5.809999942779541,11.430000305175781,14.199999809265137,18.75,21.81999969482422,23.139999389648438
1.csv_Day7_22h00m,0.4000000059604645,1.4900000095367432,4.309999942779541,5.659999847412109,11.050000190734863,13.470000267028809,18.459999084472656,21.649999618530273,22.959999084472656
1.csv_Day7_22h30m,0.4000000059604645,1.4900000095367432,4.309999942779541,5.659999847412109,11.050000190734863,13.470000267028809,18.459999084472656,21.649999618530273,22.959999084472656
1.csv_Day7_23h00m,0.33000001311302185,1.3899999856948853,4.21999979019165,5.630000114440918,10.699999809265137,13.029999732971191,18.229999542236328,21.43000030517578,22.780000686645508
1.csv_Day7_23h30m,0.33000001311302185,1.3899999856948853,4.21999979019165,5.630000114440918,10.710000038146973,13.029999732971191,18.229999542236328,21.43000030517578,22.780000686645508
1.csv_Day8_0h00m,8.270000457763672,13.5,18.8700008392334,19.389999389648438,20.950000762939453,24.309999465942383,23.809999465942383,27.729999542236328,26.81999969482422
1.csv_Day8_0h30m,8.270000457763672,13.550000190734863,18.989999771118164,19.450000762939453,21.010000228881836,24.329999923706055,23.809999465942383,27.709999084472656,26.81999969482422
1.csv_Day8_1h00m,8.390000343322754,13.029999732971191,19.639999389648438,19.100000381469727,20.770000457763672,24.1200008392334,23.84000015258789,27.780000686645508,26.770000457763672
1.csv_Day8_1h30m,8.390000343322754,13.079999923706055,19.75,19.149999618530273,20.850000381469727,24.1200008392334,23.829999923706055,27.760000228881836,26.760000228881836
1.csv_Day8_2h00m,8.390000343322754,12.510000228881836,20.469999313354492,18.65999984741211,20.639999389648438,23.8799991607666,23.760000228881836,27.719999313354492,26.6200008392334
1.csv_Day8_2h30m,8.390000343322754,12.550000190734863,20.59000015258789,18.700000762939453,20.739999771118164,23.8799991607666,23.760000228881836,27.690000534057617,26.600000381469727
