id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
0.csv_Day7_0h00m,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_0h30m,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_1h00m,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0
0.csv_Day7_1h30m,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
0.csv_Day7_2h00m,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_2h30m,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
0.csv_Day7_3h00m,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0
0.csv_Day7_3h30m,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_4h00m,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
0.csv_Day7_4h30m,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
0.csv_Day7_5h00m,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.csv_Day7_5h30m,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
0.csv_Day7_6h00m,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
0.csv_Day7_6h30m,-0.0,-0.0,0.0,-0.0,0.009999999776482582,0.0,0.0,-0.0,0.009999999776482582
0.csv_Day7_7h00m,0.0,-0.0,-0.0,0.009999999776482582,0.009999999776482582,0.0,0.0,0.019999999552965164,0.009999999776482582
0.csv_Day7_7h30m,-0.0,-0.0,0.009999999776482582,0.1899999976158142,0.0,0.5400000214576721,1.4800000190734863,0.07000000029802322,1.6100000143051147
0.csv_Day7_8h00m,2.950000047683716,3.5199999809265137,5.059999942779541,8.1899995803833,9.779999732971191,8.399999618530273,13.149999618530273,11.279999732971191,10.600000381469727
0.csv_Day7_8h30m,5.0,7.429999828338623,9.449999809265137,11.710000038146973,11.670000076293945,13.84000015258789,16.149999618530273,15.6899995803833,17.6200008392334
0.csv_Day7_9h00m,4.340000152587891,9.569999694824219,12.239999771118164,15.84000015258789,17.84000015258789,18.489999771118164,19.5,21.729999542236328,23.280000686645508
0.csv_Day7_9h30m,6.980000019073486,15.90999984741211,16.15999984741211,20.469999313354492,24.56999969482422,26.700000762939453,28.790000915527344,29.450000762939453,29.959999084472656
0.csv_Day7_10h00m,10.539999961853027,16.700000762939453,23.389999389648438,27.040000915527344,33.02000045776367,36.79999923706055,34.470001220703125,37.439998626708984,40.16999816894531
0.csv_Day7_10h30m,13.4399995803833,21.75,27.6200008392334,31.850000381469727,33.63999938964844,38.22999954223633,40.369998931884766,41.06999969482422,42.59000015258789
0.csv_Day7_11h00m,14.420000076293945,22.549999237060547,27.43000030517578,35.560001373291016,34.97999954223633,39.310001373291016,40.95000076293945,43.459999084472656,47.22999954223633
0.csv_Day7_11h30m,17.469999313354492,28.06999969482422,33.79999923706055,37.439998626708984,39.08000183105469,38.5,43.47999954223633,44.130001068115234,52.4900016784668
0.csv_Day7_12h00m,14.229999542236328,27.739999771118164,31.790000915527344,32.939998626708984,38.61000061035156,44.18000030517578,41.77000045776367,43.540000915527344,48.59000015258789
