id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
0.csv_Day7_0h00m,0.03702311515808106,0.11110634803771974,0.15461190938949584,0.15507510900497437,0.15520435571670532,0.15520449876785278,0.15677539706230165,0.1699685096740723,0.1974888324737549
0.csv_Day7_0h30m,0.0,0.0,0.0855876326560974,0.21459535360336304,0.21710044145584106,0.2174033999443054,0.21761725544929503,0.21899962425231934,0.22143660485744476
0.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010201202332973489
0.csv_Day7_1h30m,0.044216349720954895,0.05488071665167808,0.06218110546469688,0.07317507416009904,0.07522398978471756,0.07539842277765274,0.07560897171497345,0.09802475869655611,0.16709028482437138
0.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003607975691556934
0.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_3h00m,0.010505190957337618,0.031958816200494775,0.04493074491620064,0.045146281272172926,0.045933011919260025,0.053822139650583266,0.060446138679981234,0.08181428313255312,0.1342260301113129
0.csv_Day7_3h30m,0.11295990794897079,0.1347315192222595,0.145348459482193,0.14593295156955718,0.14720429480075836,0.15848527252674102,0.17322293817996978,0.19354765713214878,0.21870523691177368
0.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007080645114183432,0.03021539002656938
0.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007864610105752953
0.csv_Day7_5h00m,0.2203561305999756,0.28012847900390625,0.3841370820999145,0.5409908652305603,0.5630876421928406,0.5768464922904969,0.583996307849884,0.5870509743690491,0.5879669547080993
0.csv_Day7_5h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006035816669464116,0.023151321709156042
0.csv_Day7_6h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05275681614875798
0.csv_Day7_6h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08891101479530342
0.csv_Day7_7h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002905228734016421,0.06705476641654974
0.csv_Day7_7h30m,1.7855979919433593,2.0372908115386963,2.170787811279297,2.1830639362335207,2.1997015476226807,2.2020382404327394,2.20289306640625,2.2137896537780763,2.2702768802642823
0.csv_Day7_8h00m,5.957752513885499,6.495336055755615,6.845927333831787,6.911691570281983,6.917705059051514,6.947653102874756,6.958411407470702,6.960870552062988,6.969825267791748
0.csv_Day7_8h30m,11.413137245178223,11.702745056152343,11.917311859130859,12.229491043090821,12.254220962524414,12.25977439880371,12.266011619567871,12.269966316223144,12.304932975769043
0.csv_Day7_9h00m,14.924313354492188,15.943501281738282,16.751520919799805,16.97584457397461,16.978687286376953,17.035456085205077,17.057059478759765,17.062785339355468,17.07600326538086
0.csv_Day7_9h30m,18.908680725097657,20.283135986328126,21.22571640014648,21.287906646728516,21.33181381225586,21.380103302001956,21.399250411987303,21.405620956420897,21.40851402282715
0.csv_Day7_10h00m,22.901398849487304,24.145941543579102,24.87394065856934,24.896918106079102,24.957841873168945,24.972510147094727,24.977558517456053,24.992750930786134,25.060771560668947
0.csv_Day7_10h30m,26.09518280029297,27.487034225463866,28.3526668548584,28.39313316345215,28.47120475769043,28.488601303100587,28.4947208404541,28.51063804626465,28.64667510986328
0.csv_Day7_11h00m,29.295679473876955,31.03447647094727,32.206974029541016,32.51309509277343,32.536865234375,32.598794555664064,32.62684936523438,32.63667297363281,32.64711990356445
0.csv_Day7_11h30m,29.996593856811526,31.3140251159668,32.14672088623047,32.1665771484375,32.196563720703125,32.210513305664065,32.216740417480466,32.27793426513672,32.40254211425781
0.csv_Day7_12h00m,30.261872863769533,31.604617309570315,32.40691146850586,32.42802124023437,32.4776611328125,32.49388122558594,32.500309753417966,32.52478790283203,32.60665054321289
0.csv_Day7_12h30m,29.59251937866211,30.38082427978516,30.783247375488283,30.805499649047853,30.842859268188477,30.858183670043946,30.864722442626956,30.960717010498048,31.442872619628908
0.csv_Day7_13h00m,27.252346420288085,28.051901245117186,28.422621154785155,28.432464599609375,28.464385986328125,28.478294372558594,28.48422622680664,28.559001922607422,29.13570327758789
0.csv_Day7_13h30m,24.316059112548828,24.727954101562503,24.749905395507813,24.756304931640628,24.766403198242188,24.769163513183592,24.79634780883789,25.00672302246094,25.865396118164064
0.csv_Day7_14h00m,21.686230087280276,22.019589233398435,22.041021728515624,22.05066757202148,22.061153411865234,22.06354598999023,22.072010803222657,22.492674255371092,23.58804740905762
0.csv_Day7_14h30m,18.854367065429688,19.253995513916017,19.292137908935544,19.31655158996582,19.355836868286133,19.386609268188476,19.40280532836914,19.4091796875,20.03508644104004
0.csv_Day7_15h00m,12.659590530395507,12.897269821166994,12.916204071044923,12.940960311889649,12.946798324584961,12.954624557495118,12.95755043029785,13.837824630737305,15.764704513549805
0.csv_Day7_15h30m,8.924922752380372,9.141290855407714,9.158153343200684,9.162274169921876,9.162857055664062,9.169602966308593,9.171724319458008,9.79769058227539,11.186776542663575
0.csv_Day7_16h00m,4.08248701095581,4.2368697166442875,4.271681880950927,4.28171329498291,4.282605171203613,4.286847114562988,4.287957382202149,4.954079818725587,6.164082622528076
0.csv_Day7_16h30m,0.20995274186134338,0.36102346777915956,0.4302475988864899,0.43079134821891785,0.4319852292537689,0.4337727725505829,0.4346030354499817,1.083267772197724,2.272682046890259
0.csv_Day7_17h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14047240018844617,0.5059972763061524
0.csv_Day7_17h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11899296045303355,0.4279748797416688
0.csv_Day7_18h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.07570270299911494,0.13254203796386718,0.28710522651672377
0.csv_Day7_18h30m,0.008005261421203613,0.2579862415790558,0.4375298202037811,0.4590092420578003,0.45958411693573,0.4601364374160767,0.46027480363845824,0.4635284304618835,0.5279630422592163
0.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04448379278182987
0.csv_Day7_19h30m,0.002280062437057495,0.01456558480858803,0.12598639801144598,0.2878325343132019,0.31355422735214233,0.3172029614448547,0.31816111803054814,0.3182757616043091,0.3191555798053741
0.csv_Day7_20h00m,0.0,0.11331205666065218,0.19112545549869536,0.19454265236854554,0.19457927346229553,0.1949285089969635,0.19908364713191984,0.20245214998722078,0.2080357313156128
0.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04546671211719517,0.11616696119308473
0.csv_Day7_21h00m,0.01454916074872017,0.01844354197382927,0.019794515520334247,0.02107539996504784,0.025674056261777878,0.0264213852584362,0.026692836731672286,0.0490876652300358,0.08261426985263824
0.csv_Day7_21h30m,0.18038920164108277,0.2069854736328125,0.21510525941848757,0.21548553109169005,0.2156887948513031,0.2213024079799652,0.22680314481258393,0.23074275553226473,0.2677323818206787
0.csv_Day7_22h00m,0.02256300747394562,0.2029470100998879,0.33172155618667604,0.35213487148284917,0.36011385917663574,0.373174786567688,0.37905422449111936,0.38145058155059813,0.38247727751731875
0.csv_Day7_22h30m,0.0,0.1129689931869507,0.1883689284324646,0.1885057330131531,0.18852931261062622,0.1889116048812866,0.19654401540756225,0.21534008979797364,0.28317918181419377
0.csv_Day7_23h00m,0.020864400267601016,0.03261566683650017,0.17164688184857366,0.38048409223556523,0.4077863097190857,0.4248064875602722,0.4399146795272827,0.44769314527511594,0.4486276566982269
0.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005171558260917668
0.csv_Day8_0h00m,0.0,0.0,0.02049023807048797,0.05240163803100586,0.057105809450149536,0.06302990317344664,0.07407692670822143,0.08158300518989563,0.08335181027650833
0.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06059358119964605
0.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017460117116570488
0.csv_Day8_1h30m,0.073921601427719,0.10178314298391343,0.16409731954336165,0.25103904604911803,0.26363781094551086,0.26965158581733706,0.2749133586883545,0.2780726313591003,0.27906010150909427
0.csv_Day8_2h00m,0.0,0.037980169057846076,0.06358665227890015,0.0643453687429428,0.06566201150417328,0.06569753587245941,0.07274656295776366,0.0823840767145157,0.09435929954051972
0.csv_Day8_2h30m,0.0,0.21376631855964665,0.45206297039985655,0.5957628607749939,0.5958477854728699,0.5961875319480896,0.6016661763191223,0.6093114256858826,0.6180754661560058
0.csv_Day8_3h00m,0.021305939555168154,0.13339664787054065,0.39186518192291253,0.6850439548492431,0.7340047359466553,0.7546327114105225,0.7686702847480773,0.7754416346549988,0.7767845153808594
0.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052092510461807295
0.csv_Day8_4h00m,0.0,0.08261949419975281,0.16028873324394224,0.19455101191997526,0.19606266915798187,0.20168095529079438,0.20369269847869875,0.20413584113121033,0.20503121614456177
0.csv_Day8_4h30m,0.0,0.0,0.10686590671539305,0.2755648910999298,0.3091653883457184,0.31481826901435855,0.3163633823394776,0.3164848327636719,0.3173583984375
0.csv_Day8_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039706414937973056,0.12743667364120487
0.csv_Day8_5h30m,0.07562319636344911,0.08693692982196807,0.09218501150608063,0.09753110706806184,0.09872038662433624,0.09909558594226837,0.10976851433515547,0.11756092756986618,0.12958970665931702
0.csv_Day8_6h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.002573977410793303,0.08258154243230827,0.2143620014190674
0.csv_Day8_6h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07077703475952155,0.22699940204620364
0.csv_Day8_7h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020498064160347003,0.08809895813465121
0.csv_Day8_7h30m,1.6377365589141846,1.6503767728805543,1.652430033683777,1.6528279542922972,1.6530042886734009,1.6831485986709593,1.6909842967987059,1.6965988159179686,1.7324229955673218
0.csv_Day8_8h00m,5.178483104705811,5.181083679199219,5.208410072326661,5.250997734069824,5.265955924987793,5.478817176818848,5.7720723152160645,6.05830545425415,6.269215393066406
