id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
0.csv_Day7_0h00m,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_0h30m,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_1h00m,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_1h30m,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_2h00m,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_2h30m,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_3h00m,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
0.csv_Day7_3h30m,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_4h00m,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_4h30m,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
0.csv_Day7_5h00m,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
0.csv_Day7_5h30m,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_6h00m,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.csv_Day7_6h30m,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582
0.csv_Day7_7h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582
0.csv_Day7_7h30m,0.0,0.0,0.009999999776482582,0.009999999776482582,0.8600000143051147,1.0,1.4199999570846558,1.6799999475479126,1.899999976158142
0.csv_Day7_8h00m,2.3299999237060547,4.190000057220459,5.690000057220459,6.820000171661377,6.039999961853027,6.489999771118164,7.269999980926514,7.53000020980835,8.520000457763672
0.csv_Day7_8h30m,4.53000020980835,6.519999980926514,9.050000190734863,11.489999771118164,11.479999542236328,12.0,12.1899995803833,12.960000038146973,14.710000038146973
0.csv_Day7_9h00m,5.260000228881836,11.40999984741211,14.649999618530273,17.760000228881836,20.200000762939453,20.31999969482422,22.040000915527344,23.200000762939453,23.469999313354492
0.csv_Day7_9h30m,7.480000019073486,13.760000228881836,18.479999542236328,20.850000381469727,24.40999984741211,26.760000228881836,28.34000015258789,29.690000534057617,29.969999313354492
0.csv_Day7_10h00m,10.369999885559082,14.699999809265137,19.450000762939453,24.280000686645508,32.380001068115234,35.709999084472656,37.27000045776367,37.41999816894531,38.02000045776367
0.csv_Day7_10h30m,15.479999542236328,21.0,27.239999771118164,31.729999542236328,39.38999938964844,41.2400016784668,42.470001220703125,43.130001068115234,43.2599983215332
0.csv_Day7_11h00m,19.829999923706055,27.040000915527344,32.060001373291016,38.970001220703125,42.29999923706055,43.54999923706055,45.2599983215332,45.630001068115234,46.689998626708984
0.csv_Day7_11h30m,22.600000381469727,29.31999969482422,29.84000015258789,35.9900016784668,40.18000030517578,43.93000030517578,45.029998779296875,45.4900016784668,46.5099983215332
0.csv_Day7_12h00m,21.559999465942383,28.600000381469727,32.15999984741211,39.189998626708984,42.43000030517578,43.400001525878906,44.90999984741211,46.33000183105469,49.34000015258789
0.csv_Day7_12h30m,16.579999923706055,22.84000015258789,29.270000457763672,33.619998931884766,36.66999816894531,41.75,43.119998931884766,45.029998779296875,47.52000045776367
